industry,num_code,full_code,index
工业,0255.HK,,SH000072
可选消费,0256.HK,,SH000073
工业,0257.HK,,SH000072
房地产,0258.HK,,SZ399965
信息技术,0259.HK,,SH000077
房地产,0261.HK,,SZ399965
房地产,0262.HK,,SZ399965
可选消费,0264.HK,,SH000073
房地产,0265.HK,,SZ399965
房地产,0266.HK,,SZ399965
金融,0267.HK,,SH000076
信息技术,0268.HK,,SH000077
工业,0269.HK,,SH000072
公用事业,0270.HK,,SH000079
房地产,0271.HK,,SZ399965
房地产,0272.HK,,SZ399965
原材料,0274.HK,,SH000071
能源,0276.HK,,SH000070
房地产,0277.HK,,SZ399965
金融,0279.HK,,SH000076
可选消费,0280.HK,,SH000073
信息技术,0285.HK,,SH000077
医药卫生,0286.HK,,SH000075
房地产,0287.HK,,SZ399965
主要消费,0288.HK,,SH000074
可选消费,0289.HK,,SH000073
金融,0290.HK,,SH000076
主要消费,0291.HK,,SH000074
工业,0293.HK,,SH000072
可选消费,0294.HK,,SH000073
公用事业,0295.HK,,SH000079
可选消费,0296.HK,,SH000073
原材料,0297.HK,,SH000071
房地产,0298.HK,,SZ399965
房地产,0299.HK,,SZ399965
可选消费,0300.HK,,SH000073
原材料,0301.HK,,SH000071
通信服务,0302.HK,,SH000078
信息技术,0303.HK,,SH000077
可选消费,0305.HK,,SH000073
工业,0306.HK,,SH000072
可选消费,0308.HK,,SH000073
工业,0309.HK,,SH000072
金融,0310.HK,,SH000076
可选消费,0311.HK,,SH000073
可选消费,0312.HK,,SH000073
房地产,0313.HK,,SZ399965
医药卫生,0314.HK,,SH000075
通信服务,0315.HK,,SH000078
工业,0316.HK,,SH000072
工业,0317.HK,,SH000072
信息技术,0318.HK,,SH000077
信息技术,0320.HK,,SH000077
可选消费,0321.HK,,SH000073
主要消费,0322.HK,,SH000074
原材料,0323.HK,,SH000071
可选消费,0325.HK,,SH000073
房地产,0326.HK,,SZ399965
信息技术,0327.HK,,SH000077
信息技术,0328.HK,,SH000077
金融,0329.HK,,SH000076
可选消费,0330.HK,,SH000073
工业,0331.HK,,SH000072
能源,0332.HK,,SH000070
可选消费,0333.HK,,SH000073
信息技术,0334.HK,,SH000077
金融,0335.HK,,SH000076
主要消费,0336.HK,,SH000074
房地产,0337.HK,,SZ399965
能源,0338.HK,,SH000070
金融,0339.HK,,SH000076
原材料,0340.HK,,SH000071
可选消费,0341.HK,,SH000073
通信服务,0343.HK,,SH000078
主要消费,0345.HK,,SH000074
能源,0346.HK,,SH000070
原材料,0347.HK,,SH000071
医药卫生,0348.HK,,SH000075
工业,0351.HK,,SH000072
房地产,0352.HK,,SZ399965
工业,0353.HK,,SH000072
信息技术,0354.HK,,SH000077
可选消费,0355.HK,,SH000073
金融,0356.HK,,SH000076
工业,0357.HK,,SH000072
原材料,0358.HK,,SH000071
可选消费,0360.HK,,SH000073
可选消费,0361.HK,,SH000073
原材料,0362.HK,,SH000071
工业,0363.HK,,SH000072
工业,0365.HK,,SH000072
原材料,0366.HK,,SH000071
房地产,0367.HK,,SZ399965
工业,0368.HK,,SH000072
房地产,0369.HK,,SZ399965
工业,0370.HK,,SH000072
公用事业,0371.HK,,SH000079
工业,0372.HK,,SH000072
金融,0373.HK,,SH000076
主要消费,0374.HK,,SH000074
可选消费,0375.HK,,SH000073
金融,0376.HK,,SH000076
工业,0377.HK,,SH000072
医药卫生,0379.HK,,SH000075
工业,0380.HK,,SH000072
可选消费,0381.HK,,SH000073
可选消费,0382.HK,,SH000073
医药卫生,0383.HK,,SH000075
公用事业,0384.HK,,SH000079
工业,0385.HK,,SH000072
能源,0386.HK,,SH000070
工业,0387.HK,,SH000072
金融,0388.HK,,SH000076
主要消费,0389.HK,,SH000074
工业,0390.HK,,SH000072
通信服务,0391.HK,,SH000078
公用事业,0392.HK,,SH000079
工业,0393.HK,,SH000072
可选消费,0396.HK,,SH000073
金融,0397.HK,,SH000076
可选消费,0398.HK,,SH000073
主要消费,0399.HK,,SH000074
可选消费,0400.HK,,SH000073
医药卫生,0401.HK,,SH000075
原材料,0403.HK,,SH000071
房地产,0405.HK,,SZ399965
工业,0406.HK,,SH000072
原材料,0408.HK,,SH000071
房地产,0410.HK,,SZ399965
主要消费,0411.HK,,SH000074
金融,0412.HK,,SH000076
可选消费,0413.HK,,SH000073
可选消费,0417.HK,,SH000073
信息技术,0418.HK,,SH000077
医药卫生,0419.HK,,SH000075
可选消费,0420.HK,,SH000073
可选消费,0422.HK,,SH000073
通信服务,0423.HK,,SH000078
可选消费,0425.HK,,SH000073
通信服务,0426.HK,,SH000078
金融,0428.HK,,SH000076
房地产,0430.HK,,SZ399965
金融,0431.HK,,SH000076
房地产,0432.HK,,SZ399965
原材料,0433.HK,,SH000071
通信服务,0434.HK,,SH000078
房地产,0435.HK,,SZ399965
工业,0436.HK,,SH000072
工业,0438.HK,,SH000072
信息技术,0439.HK,,SH000077
金融,0440.HK,,SH000076
可选消费,0442.HK,,SH000073
可选消费,0444.HK,,SH000073
原材料,0450.HK,,SH000071
公用事业,0451.HK,,SH000079
医药卫生,0455.HK,,SH000075
可选消费,0456.HK,,SH000073
可选消费,0458.HK,,SH000073
房地产,0459.HK,,SZ399965
医药卫生,0460.HK,,SH000075
可选消费,0464.HK,,SH000073
信息技术,0465.HK,,SH000077
能源,0467.HK,,SH000070
原材料,0468.HK,,SH000071
通信服务,0471.HK,,SH000078
房地产,0472.HK,,SZ399965
工业,0474.HK,,SH000072
公用事业,0475.HK,,SH000079
可选消费,0476.HK,,SH000073
房地产,0480.HK,,SZ399965
通信服务,0482.HK,,SH000078
可选消费,0483.HK,,SH000073
工业,0484.HK,,SH000072
房地产,0485.HK,,SZ399965
原材料,0486.HK,,SH000071
可选消费,0487.HK,,SH000073
房地产,0488.HK,,SZ399965
工业,0489.HK,,SH000072
通信服务,0491.HK,,SH000078
可选消费,0493.HK,,SH000073
工业,0495.HK,,SH000072
可选消费,0496.HK,,SH000073
房地产,0497.HK,,SZ399965
工业,0498.HK,,SH000072
信息技术,0499.HK,,SH000077
工业,0500.HK,,SH000072
原材料,0505.HK,,SH000071
主要消费,0506.HK,,SH000074
房地产,0508.HK,,SZ399965
原材料,0509.HK,,SH000071
金融,0510.HK,,SH000076
通信服务,0511.HK,,SH000078
医药卫生,0512.HK,,SH000075
可选消费,0513.HK,,SH000073
信息技术,0515.HK,,SH000077
工业,0517.HK,,SH000072
可选消费,0518.HK,,SH000073
房地产,0519.HK,,SZ399965
可选消费,0520.HK,,SH000073
工业,0521.HK,,SH000072
信息技术,0522.HK,,SH000077
通信服务,0524.HK,,SH000078
工业,0525.HK,,SH000072
可选消费,0526.HK,,SH000073
公用事业,0527.HK,,SH000079
可选消费,0528.HK,,SH000073
可选消费,0529.HK,,SH000073
信息技术,0532.HK,,SH000077
可选消费,0533.HK,,SH000073
房地产,0535.HK,,SZ399965
信息技术,0536.HK,,SH000077
可选消费,0538.HK,,SH000073
可选消费,0540.HK,,SH000073
房地产,0542.HK,,SZ399965
通信服务,0543.HK,,SH000078
主要消费,0546.HK,,SH000074
通信服务,0547.HK,,SH000078
工业,0548.HK,,SH000072
通信服务,0550.HK,,SH000078
可选消费,0551.HK,,SH000073
通信服务,0552.HK,,SH000078
信息技术,0553.HK,,SH000077
能源,0554.HK,,SH000070
工业,0556.HK,,SH000072
医药卫生,0557.HK,,SH000075
工业,0558.HK,,SH000072
可选消费,0559.HK,,SH000073
工业,0560.HK,,SH000072
房地产,0563.HK,,SZ399965
工业,0564.HK,,SH000072
房地产,0565.HK,,SZ399965
原材料,0567.HK,,SH000071
能源,0568.HK,,SH000070
医药卫生,0570.HK,,SH000075
通信服务,0571.HK,,SH000078
金融,0572.HK,,SH000076
可选消费,0573.HK,,SH000073
医药卫生,0574.HK,,SH000075
工业,0575.HK,,SH000072
工业,0576.HK,,SH000072
公用事业,0579.HK,,SH000079
工业,0580.HK,,SH000072
原材料,0581.HK,,SH000071
可选消费,0582.HK,,SH000073
房地产,0583.HK,,SZ399965
金融,0585.HK,,SH000076
工业,0586.HK,,SH000072
工业,0587.HK,,SH000072
房地产,0588.HK,,SZ399965
工业,0589.HK,,SH000072
可选消费,0590.HK,,SH000073
工业,0591.HK,,SH000072
房地产,0593.HK,,SZ399965
工业,0595.HK,,SH000072
信息技术,0596.HK,,SH000077
工业,0598.HK,,SH000072
可选消费,0599.HK,,SH000073
原材料,0601.HK,,SH000071
可选消费,0602.HK,,SH000073
公用事业,0603.HK,,SH000079
房地产,0604.HK,,SZ399965
金融,0605.HK,,SH000076
房地产,0606.HK,,SZ399965
工业,0607.HK,,SH000072
可选消费,0608.HK,,SH000073
原材料,0609.HK,,SH000071
工业,0610.HK,,SH000072
工业,0611.HK,,SH000072
金融,0612.HK,,SH000076
金融,0613.HK,,SH000076
房地产,0616.HK,,SZ399965
可选消费,0617.HK,,SH000073
房地产,0618.HK,,SZ399965
金融,0619.HK,,SH000076
工业,0620.HK,,SH000072
原材料,0621.HK,,SH000071
金融,0622.HK,,SH000076
通信服务,0623.HK,,SH000078
金融,0626.HK,,SH000076
房地产,0627.HK,,SZ399965
金融,0628.HK,,SH000076
金融,0629.HK,,SH000076
医药卫生,0630.HK,,SH000075
工业,0631.HK,,SH000072
能源,0632.HK,,SH000070
可选消费,0635.HK,,SH000073
工业,0636.HK,,SH000072
工业,0637.HK,,SH000072
能源,0639.HK,,SH000070
原材料,0640.HK,,SH000071
工业,0641.HK,,SH000072
可选消费,0643.HK,,SH000073
工业,0645.HK,,SH000072
工业,0646.HK,,SH000072
医药卫生,0648.HK,,SH000075
信息技术,0650.HK,,SH000077
可选消费,0653.HK,,SH000073
房地产,0655.HK,,SZ399965
医药卫生,0656.HK,,SH000075
可选消费,0657.HK,,SH000073
工业,0658.HK,,SH000072
工业,0659.HK,,SH000072
主要消费,0660.HK,,SH000074
原材料,0661.HK,,SH000071
金融,0662.HK,,SH000076
原材料,0663.HK,,SH000071
工业,0666.HK,,SH000072
可选消费,0667.HK,,SH000073
可选消费,0669.HK,,SH000073
工业,0670.HK,,SH000072
房地产,0672.HK,,SZ399965
医药卫生,0673.HK,,SH000075
房地产,0674.HK,,SZ399965
信息技术,0675.HK,,SH000077
房地产,0676.HK,,SZ399965
可选消费,0677.HK,,SH000073
工业,0679.HK,,SH000072
能源,0681.HK,,SH000070
工业,0682.HK,,SH000072
房地产,0683.HK,,SZ399965
可选消费,0684.HK,,SH000073
通信服务,0685.HK,,SH000078
公用事业,0686.HK,,SH000079
工业,0687.HK,,SH000072
房地产,0688.HK,,SZ399965
能源,0689.HK,,SH000070
医药卫生,0690.HK,,SH000075
原材料,0691.HK,,SH000071
工业,0693.HK,,SH000072
工业,0694.HK,,SH000072
原材料,0695.HK,,SH000071
信息技术,0696.HK,,SH000077
金融,0697.HK,,SH000076
信息技术,0698.HK,,SH000077
通信服务,0700.HK,,SH000078
原材料,0701.HK,,SH000071
能源,0702.HK,,SH000070
可选消费,0703.HK,,SH000073
能源,0704.HK,,SH000070
可选消费,0707.HK,,SH000073
医药卫生,0708.HK,,SH000075
可选消费,0709.HK,,SH000073
信息技术,0710.HK,,SH000077
工业,0711.HK,,SH000072
工业,0712.HK,,SH000072
工业,0713.HK,,SH000072
工业,0716.HK,,SH000072
金融,0717.HK,,SH000076
房地产,0718.HK,,SZ399965
医药卫生,0719.HK,,SH000075
房地产,0720.HK,,SZ399965
金融,0721.HK,,SH000076
医药卫生,0722.HK,,SH000075
工业,0723.HK,,SH000072
信息技术,0724.HK,,SH000077
工业,0725.HK,,SH000072
原材料,0726.HK,,SH000071
通信服务,0728.HK,,SH000078
金融,0730.HK,,SH000076
原材料,0731.HK,,SH000071
信息技术,0732.HK,,SH000077
房地产,0733.HK,,SZ399965
金融,0736.HK,,SH000076
工业,0737.HK,,SH000072
可选消费,0738.HK,,SH000073
原材料,0743.HK,,SH000071
通信服务,0745.HK,,SH000078
原材料,0746.HK,,SH000071
房地产,0747.HK,,SZ399965
工业,0750.HK,,SH000072
可选消费,0751.HK,,SH000073
工业,0752.HK,,SH000072
工业,0753.HK,,SH000072
房地产,0754.HK,,SZ399965
房地产,0755.HK,,SZ399965
主要消费,0756.HK,,SH000074
工业,0757.HK,,SH000072
可选消费,0759.HK,,SH000073
房地产,0760.HK,,SZ399965
通信服务,0762.HK,,SH000078
通信服务,0763.HK,,SH000078
金融,0764.HK,,SH000076
可选消费,0765.HK,,SH000073
金融,0767.HK,,SH000076
金融,0768.HK,,SH000076
原材料,0769.HK,,SH000071
金融,0770.HK,,SH000076
信息技术,0771.HK,,SH000077
通信服务,0772.HK,,SH000078
主要消费,0775.HK,,SH000074
通信服务,0776.HK,,SH000078
通信服务,0777.HK,,SH000078
房地产,0778.HK,,SZ399965
可选消费,0780.HK,,SH000073
工业,0784.HK,,SH000072
通信服务,0788.HK,,SH000078
可选消费,0789.HK,,SH000073
原材料,0794.HK,,SH000071
通信服务,0797.HK,,SH000078
房地产,0798.HK,,SZ399965
通信服务,0799.HK,,SH000078
信息技术,0802.HK,,SH000077
金融,0804.HK,,SH000076
可选消费,0805.HK,,SH000073
金融,0806.HK,,SH000076
公用事业,0807.HK,,SH000079
房地产,0808.HK,,SZ399965
主要消费,0809.HK,,SH000074
金融,0810.HK,,SH000076
通信服务,0811.HK,,SH000078
金融,0812.HK,,SH000076
房地产,0813.HK,,SZ399965
可选消费,0814.HK,,SH000073
原材料,0815.HK,,SH000071
房地产,0816.HK,,SZ399965
房地产,0817.HK,,SZ399965
金融,0818.HK,,SH000076
工业,0819.HK,,SH000072
金融,0821.HK,,SH000076
工业,0822.HK,,SH000072
房地产,0823.HK,,SZ399965
可选消费,0825.HK,,SH000073
原材料,0826.HK,,SH000071
原材料,0827.HK,,SH000071
主要消费,0828.HK,,SH000074
主要消费,0829.HK,,SH000074
工业,0830.HK,,SH000072
可选消费,0831.HK,,SH000073
房地产,0832.HK,,SZ399965
信息技术,0833.HK,,SH000077
主要消费,0834.HK,,SH000074
公用事业,0836.HK,,SH000079
主要消费,0837.HK,,SH000074
工业,0838.HK,,SH000072
可选消费,0839.HK,,SH000073
工业,0840.HK,,SH000072
工业,0841.HK,,SH000072
工业,0842.HK,,SH000072
可选消费,0844.HK,,SH000073
房地产,0845.HK,,SZ399965
房地产,0846.HK,,SZ399965
可选消费,0848.HK,,SH000073
金融,0851.HK,,SH000076
工业,0852.HK,,SH000072
医药卫生,0853.HK,,SH000075
工业,0854.HK,,SH000072
公用事业,0855.HK,,SH000079
可选消费,0856.HK,,SH000073
能源,0857.HK,,SH000070
医药卫生,0858.HK,,SH000075
房地产,0859.HK,,SZ399965
可选消费,0860.HK,,SH000073
信息技术,0861.HK,,SH000077
工业,0862.HK,,SH000072
金融,0863.HK,,SH000076
房地产,0864.HK,,SZ399965
房地产,0865.HK,,SZ399965
能源,0866.HK,,SH000070
医药卫生,0867.HK,,SH000075
原材料,0868.HK,,SH000071
可选消费,0869.HK,,SH000073
工业,0871.HK,,SH000072
房地产,0873.HK,,SZ399965
医药卫生,0874.HK,,SH000075
主要消费,0875.HK,,SH000074
医药卫生,0876.HK,,SH000075
可选消费,0880.HK,,SH000073
可选消费,0881.HK,,SH000073
公用事业,0882.HK,,SH000079
能源,0883.HK,,SH000070
房地产,0884.HK,,SZ399965
可选消费,0887.HK,,SH000073
金融,0888.HK,,SH000076
信息技术,0889.HK,,SH000077
原材料,0893.HK,,SH000071
信息技术,0894.HK,,SH000077
工业,0895.HK,,SH000072
工业,0896.HK,,SH000072
工业,0897.HK,,SH000072
房地产,0898.HK,,SZ399965
房地产,0899.HK,,SZ399965
金融,0900.HK,,SH000076
公用事业,0902.HK,,SH000079
金融,0905.HK,,SH000076
主要消费,0907.HK,,SH000074
信息技术,0909.HK,,SH000077
房地产,0910.HK,,SZ399965
工业,0911.HK,,SH000072
信息技术,0912.HK,,SH000077
金融,0913.HK,,SH000076
原材料,0914.HK,,SH000071
通信服务,0915.HK,,SH000078
公用事业,0916.HK,,SH000079
通信服务,0917.HK,,SH000078
工业,0918.HK,,SH000072
可选消费,0919.HK,,SH000073
可选消费,0921.HK,,SH000073
可选消费,0922.HK,,SH000073
工业,0923.HK,,SH000072
工业,0924.HK,,SH000072
工业,0925.HK,,SH000072
主要消费,0926.HK,,SH000074
信息技术,0927.HK,,SH000077
医药卫生,0928.HK,,SH000075
可选消费,0929.HK,,SH000073
能源,0931.HK,,SH000070
主要消费,0932.HK,,SH000074
可选消费,0933.HK,,SH000073
能源,0934.HK,,SH000070
工业,0936.HK,,SH000072
房地产,0938.HK,,SZ399965
金融,0939.HK,,SH000076
通信服务,0941.HK,,SH000078
金融,0945.HK,,SH000076
通信服务,0947.HK,,SH000078
可选消费,0948.HK,,SH000073
医药卫生,0950.HK,,SH000075
工业,0951.HK,,SH000072
金融,0952.HK,,SH000076
通信服务,0953.HK,,SH000078
原材料,0954.HK,,SH000071
公用事业,0956.HK,,SH000079
通信服务,0959.HK,,SH000078
房地产,0960.HK,,SZ399965
金融,0966.HK,,SH000076
工业,0968.HK,,SH000072
主要消费,0969.HK,,SH000074
可选消费,0970.HK,,SH000073
可选消费,0974.HK,,SH000073
能源,0975.HK,,SH000070
工业,0976.HK,,SH000072
房地产,0978.HK,,SZ399965
工业,0979.HK,,SH000072
可选消费,0980.HK,,SH000073
信息技术,0981.HK,,SH000077
工业,0983.HK,,SH000072
可选消费,0984.HK,,SH000073
可选消费,0986.HK,,SH000073
公用事业,0987.HK,,SH000079
房地产,0989.HK,,SZ399965
工业,0990.HK,,SH000072
公用事业,0991.HK,,SH000079
信息技术,0992.HK,,SH000077
金融,0993.HK,,SH000076
工业,0994.HK,,SH000072
工业,0995.HK,,SH000072
房地产,0997.HK,,SZ399965
金融,0998.HK,,SH000076
可选消费,0999.HK,,SH000073
通信服务,1000.HK,,SH000078
原材料,1001.HK,,SH000071
原材料,1002.HK,,SH000071
通信服务,1003.HK,,SH000078
公用事业,1004.HK,,SH000079
可选消费,1005.HK,,SH000073
可选消费,1007.HK,,SH000073
原材料,1008.HK,,SH000071
可选消费,1009.HK,,SH000073
可选消费,1010.HK,,SH000073
信息技术,1011.HK,,SH000077
工业,1013.HK,,SH000072
可选消费,1020.HK,,SH000073
通信服务,1022.HK,,SH000078
可选消费,1023.HK,,SH000073
通信服务,1024.HK,,SH000078
可选消费,1025.HK,,SH000073
公用事业,1026.HK,,SH000079
可选消费,1027.HK,,SH000073
可选消费,1028.HK,,SH000073
原材料,1029.HK,,SH000071
房地产,1030.HK,,SZ399965
能源,1033.HK,,SH000070
工业,1034.HK,,SH000072
金融,1036.HK,,SH000076
信息技术,1037.HK,,SH000077
公用事业,1038.HK,,SH000079
信息技术,1039.HK,,SH000077
主要消费,1044.HK,,SH000074
通信服务,1045.HK,,SH000078
通信服务,1046.HK,,SH000078
原材料,1047.HK,,SH000071
可选消费,1049.HK,,SH000073
原材料,1050.HK,,SH000071
金融,1051.HK,,SH000076
工业,1052.HK,,SH000072
原材料,1053.HK,,SH000071
工业,1055.HK,,SH000072
可选消费,1057.HK,,SH000073
可选消费,1058.HK,,SH000073
信息技术,1059.HK,,SH000077
通信服务,1060.HK,,SH000078
医药卫生,1061.HK,,SH000075
金融,1062.HK,,SH000076
信息技术,1063.HK,,SH000077
房地产,1064.HK,,SZ399965
工业,1065.HK,,SH000072
医药卫生,1066.HK,,SH000075
主要消费,1068.HK,,SH000074
原材料,1069.HK,,SH000071
可选消费,1070.HK,,SH000073
公用事业,1071.HK,,SH000079
工业,1072.HK,,SH000072
金融,1073.HK,,SH000076
信息技术,1075.HK,,SH000077
可选消费,1079.HK,,SH000073
能源,1080.HK,,SH000070
可选消费,1082.HK,,SH000073
公用事业,1083.HK,,SH000079
主要消费,1084.HK,,SH000074
通信服务,1085.HK,,SH000078
可选消费,1086.HK,,SH000073
通信服务,1087.HK,,SH000078
能源,1088.HK,,SH000070
原材料,1090.HK,,SH000071
原材料,1091.HK,,SH000071
医药卫生,1093.HK,,SH000075
工业,1094.HK,,SH000072
通信服务,1097.HK,,SH000078
房地产,1098.HK,,SZ399965
医药卫生,1099.HK,,SH000075
可选消费,1100.HK,,SH000073
能源,1101.HK,,SH000070
工业,1102.HK,,SH000072
工业,1104.HK,,SH000072
通信服务,1105.HK,,SH000078
房地产,1107.HK,,SZ399965
工业,1108.HK,,SH000072
房地产,1109.HK,,SZ399965
医药卫生,1110.HK,,SH000075
通信服务,1111.HK,,SH000078
主要消费,1112.HK,,SH000074
房地产,1113.HK,,SZ399965
可选消费,1114.HK,,SH000073
主要消费,1115.HK,,SH000074
原材料,1116.HK,,SH000071
主要消费,1117.HK,,SH000074
工业,1118.HK,,SH000072
通信服务,1119.HK,,SH000078
主要消费,1120.HK,,SH000074
可选消费,1121.HK,,SH000073
工业,1122.HK,,SH000072
可选消费,1123.HK,,SH000073
房地产,1124.HK,,SZ399965
房地产,1125.HK,,SZ399965
可选消费,1126.HK,,SH000073
工业,1127.HK,,SH000072
可选消费,1128.HK,,SH000073
公用事业,1129.HK,,SH000079
可选消费,1130.HK,,SH000073
通信服务,1132.HK,,SH000078
工业,1133.HK,,SH000072
主要消费,1134.HK,,SH000074
可选消费,1137.HK,,SH000073
工业,1138.HK,,SH000072
金融,1140.HK,,SH000076
金融,1141.HK,,SH000076
工业,1142.HK,,SH000072
信息技术,1143.HK,,SH000077
工业,1145.HK,,SH000072
可选消费,1146.HK,,SH000073
信息技术,1147.HK,,SH000077
可选消费,1148.HK,,SH000073
可选消费,1150.HK,,SH000073
工业,1152.HK,,SH000072
房地产,1153.HK,,SZ399965
工业,1156.HK,,SH000072
工业,1157.HK,,SH000072
通信服务,1159.HK,,SH000078
金融,1160.HK,,SH000076
医药卫生,1161.HK,,SH000075
工业,1162.HK,,SH000072
通信服务,1163.HK,,SH000078
原材料,1164.HK,,SH000071
公用事业,1165.HK,,SH000079
工业,1166.HK,,SH000072
医药卫生,1167.HK,,SH000075
房地产,1168.HK,,SZ399965
可选消费,1170.HK,,SH000073
能源,1171.HK,,SH000070
房地产,1172.HK,,SZ399965
可选消费,1173.HK,,SH000073
房地产,1176.HK,,SZ399965
医药卫生,1177.HK,,SH000075
可选消费,1179.HK,,SH000073
可选消费,1180.HK,,SH000073
可选消费,1181.HK,,SH000073
原材料,1182.HK,,SH000071
工业,1183.HK,,SH000072
工业,1184.HK,,SH000072
工业,1185.HK,,SH000072
工业,1186.HK,,SH000072
可选消费,1188.HK,,SH000073
可选消费,1189.HK,,SH000073
公用事业,1193.HK,,SH000079
房地产,1195.HK,,SZ399965
工业,1196.HK,,SH000072
可选消费,1198.HK,,SH000073
工业,1199.HK,,SH000072
房地产,1200.HK,,SZ399965
工业,1201.HK,,SH000072
通信服务,1202.HK,,SH000078
可选消费,1203.HK,,SH000073
信息技术,1204.HK,,SH000077
金融,1205.HK,,SH000076
信息技术,1206.HK,,SH000077
原材料,1208.HK,,SH000071
房地产,1209.HK,,SZ399965
可选消费,1211.HK,,SH000073
工业,1213.HK,,SH000072
可选消费,1215.HK,,SH000073
金融,1216.HK,,SH000076
金融,1217.HK,,SH000076
房地产,1218.HK,,SZ399965
工业,1220.HK,,SH000072
可选消费,1221.HK,,SH000073
房地产,1222.HK,,SZ399965
可选消费,1223.HK,,SH000073
房地产,1224.HK,,SZ399965
金融,1225.HK,,SH000076
金融,1226.HK,,SH000076
医药卫生,1228.HK,,SH000075
能源,1229.HK,,SH000070
工业,1231.HK,,SH000072
房地产,1232.HK,,SZ399965
房地产,1233.HK,,SZ399965
可选消费,1234.HK,,SH000073
可选消费,1235.HK,,SH000073
原材料,1237.HK,,SH000071
房地产,1238.HK,,SZ399965
原材料,1239.HK,,SH000071
工业,1240.HK,,SH000072
工业,1241.HK,,SH000072
房地产,1243.HK,,SZ399965
医药卫生,1244.HK,,SH000075
可选消费,1245.HK,,SH000073
房地产,1246.HK,,SZ399965
可选消费,1247.HK,,SH000073
公用事业,1250.HK,,SH000079
能源,1251.HK,,SH000070
原材料,1252.HK,,SH000071
工业,1253.HK,,SH000072
可选消费,1255.HK,,SH000073
公用事业,1257.HK,,SH000079
原材料,1258.HK,,SH000071
可选消费,1259.HK,,SH000073
通信服务,1260.HK,,SH000078
主要消费,1262.HK,,SH000074
信息技术,1263.HK,,SH000077
公用事业,1265.HK,,SH000079
可选消费,1268.HK,,SH000073
可选消费,1269.HK,,SH000073
可选消费,1270.HK,,SH000073
工业,1271.HK,,SH000072
工业,1272.HK,,SH000072
金融,1273.HK,,SH000076
可选消费,1274.HK,,SH000073
医药卫生,1276.HK,,SH000075
能源,1277.HK,,SH000070
房地产,1278.HK,,SZ399965
可选消费,1280.HK,,SH000073
公用事业,1281.HK,,SH000079
房地产,1282.HK,,SZ399965
工业,1283.HK,,SH000072
通信服务,1284.HK,,SH000078
主要消费,1285.HK,,SH000074
工业,1286.HK,,SH000072
金融,1288.HK,,SH000076
工业,1289.HK,,SH000072
金融,1290.HK,,SH000076
工业,1292.HK,,SH000072
可选消费,1293.HK,,SH000073
医药卫生,1298.HK,,SH000075
金融,1299.HK,,SH000076
工业,1301.HK,,SH000072
医药卫生,1302.HK,,SH000075
工业,1303.HK,,SH000072
信息技术,1304.HK,,SH000077
信息技术,1305.HK,,SH000077
工业,1308.HK,,SH000072
通信服务,1310.HK,,SH000078
医药卫生,1312.HK,,SH000075
原材料,1313.HK,,SH000071
可选消费,1314.HK,,SH000073
工业,1315.HK,,SH000072
可选消费,1316.HK,,SH000073
可选消费,1317.HK,,SH000073
主要消费,1318.HK,,SH000074
金融,1319.HK,,SH000076
房地产,1321.HK,,SZ399965
原材料,1323.HK,,SH000071
通信服务,1326.HK,,SH000078
可选消费,1327.HK,,SH000073
金融,1328.HK,,SH000076
工业,1330.HK,,SH000072
原材料,1332.HK,,SH000071
工业,1333.HK,,SH000072
工业,1334.HK,,SH000072
公用事业,1335.HK,,SH000079
金融,1336.HK,,SH000076
主要消费,1338.HK,,SH000074
金融,1339.HK,,SH000076
主要消费,1340.HK,,SH000074
工业,1341.HK,,SH000072
工业,1343.HK,,SH000072
医药卫生,1345.HK,,SH000075
可选消费,1346.HK,,SH000073
信息技术,1347.HK,,SH000077
可选消费,1348.HK,,SH000073
医药卫生,1349.HK,,SH000075
通信服务,1351.HK,,SH000078
房地产,1354.HK,,SZ399965
可选消费,1355.HK,,SH000073
信息技术,1357.HK,,SH000077
医药卫生,1358.HK,,SH000075
金融,1359.HK,,SH000076
金融,1360.HK,,SH000076
可选消费,1361.HK,,SH000073
可选消费,1362.HK,,SH000073
可选消费,1364.HK,,SH000073
可选消费,1368.HK,,SH000073
原材料,1370.HK,,SH000071
工业,1371.HK,,SH000072
工业,1372.HK,,SH000072
可选消费,1373.HK,,SH000073
金融,1375.HK,,SH000076
工业,1376.HK,,SH000072
原材料,1378.HK,,SH000071
工业,1379.HK,,SH000072
工业,1380.HK,,SH000072
可选消费,1382.HK,,SH000073
可选消费,1383.HK,,SH000073
信息技术,1385.HK,,SH000077
可选消费,1388.HK,,SH000073
可选消费,1389.HK,,SH000073
能源,1393.HK,,SH000070
工业,1395.HK,,SH000072
房地产,1396.HK,,SZ399965
工业,1397.HK,,SH000072
金融,1398.HK,,SH000076
工业,1399.HK,,SH000072
可选消费,1400.HK,,SH000073
信息技术,1401.HK,,SH000077
信息技术,1402.HK,,SH000077
可选消费,1405.HK,,SH000073
医药卫生,1406.HK,,SH000075
公用事业,1407.HK,,SH000079
工业,1408.HK,,SH000072
信息技术,1410.HK,,SH000077
原材料,1412.HK,,SH000071
工业,1413.HK,,SH000072
信息技术,1415.HK,,SH000077
工业,1416.HK,,SH000072
房地产,1417.HK,,SZ399965
可选消费,1418.HK,,SH000073
医药卫生,1419.HK,,SH000075
工业,1420.HK,,SH000072
