industry,num_code,full_code,index
可选消费,002561,SZ002561,SH000073
主要消费,002562,SZ002562,SH000074
可选消费,002563,SZ002563,SH000073
工业,002564,SZ002564,SH000072
原材料,002565,SZ002565,SH000071
医药卫生,002566,SZ002566,SH000075
主要消费,002567,SZ002567,SH000074
主要消费,002568,SZ002568,SH000074
可选消费,002569,SZ002569,SH000073
主要消费,002570,SZ002570,SH000074
可选消费,002571,SZ002571,SH000073
可选消费,002572,SZ002572,SH000073
工业,002573,SZ002573,SH000072
可选消费,002574,SZ002574,SH000073
可选消费,002575,SZ002575,SH000073
工业,002576,SZ002576,SH000072
信息技术,002577,SZ002577,SH000077
原材料,002578,SZ002578,SH000071
信息技术,002579,SZ002579,SH000077
工业,002580,SZ002580,SH000072
医药卫生,002581,SZ002581,SH000075
主要消费,002582,SZ002582,SH000074
通信服务,002583,SZ002583,SH000078
信息技术,002584,SZ002584,SH000077
信息技术,002585,SZ002585,SH000077
工业,002586,SZ002586,SH000072
信息技术,002587,SZ002587,SH000077
原材料,002588,SZ002588,SH000071
医药卫生,002589,SZ002589,SH000075
可选消费,002590,SZ002590,SH000073
原材料,002591,SZ002591,SH000071
可选消费,002592,SZ002592,SH000073
工业,002593,SZ002593,SH000072
可选消费,002594,SZ002594,SH000073
工业,002595,SZ002595,SH000072
原材料,002596,SZ002596,SH000071
主要消费,002597,SZ002597,SH000074
工业,002598,SZ002598,SH000072
工业,002599,SZ002599,SH000072
房地产,0026.HK,SZ0026.HK,SZ399965
